date,push_time,log_file,name,code,cnt,cnt_max,premium_rt
2026-04-30,,cb_noredeem_20260430_1530.log,帝欧转债,127047,12,15,-1.22
2026-04-30,,cb_noredeem_20260430_1530.log,瑞丰转债,123126,12,15,-0.43
2026-04-30,,cb_noredeem_20260430_1530.log,星球转债,118041,5,15,-0.15
2026-04-30,,cb_noredeem_20260430_1530.log,华特转债,118033,8,15,0.74
2026-04-30,,cb_noredeem_20260430_1530.log,翔丰转债,123225,7,15,1.49
2026-04-30,,cb_noredeem_20260430_1530.log,超达转债,123187,15,15,1.9
2026-04-30,,cb_noredeem_20260430_1600.log,盈峰转债,127024,15,15,-1.93
2026-04-30,,cb_noredeem_20260430_1600.log,帝欧转债,127047,12,15,-1.22
2026-04-30,,cb_noredeem_20260430_1600.log,瑞丰转债,123126,12,15,-0.43
2026-04-30,,cb_noredeem_20260430_1600.log,星球转债,118041,5,15,-0.15
2026-04-30,,cb_noredeem_20260430_1600.log,华特转债,118033,8,15,0.74
2026-04-30,,cb_noredeem_20260430_1600.log,翔丰转债,123225,7,15,1.49
2026-04-30,,cb_noredeem_20260430_1600.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_0900.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_0900.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_0900.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_0900.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_0900.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_0900.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_0900.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_0930.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_0930.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_0930.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_0930.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_0930.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_0930.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_0930.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1000.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1000.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1000.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1000.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1000.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1000.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1000.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1030.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1030.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1030.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1030.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1030.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1030.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1030.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1100.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1100.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1100.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1100.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1100.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1100.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1100.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1130.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1130.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1130.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1130.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1130.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1130.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1130.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1200.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1200.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1200.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1200.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1200.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1200.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1200.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1230.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1230.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1230.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1230.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1230.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1230.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1230.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1300.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1300.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1300.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1300.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1300.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1300.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1300.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1330.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1330.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1330.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1330.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1330.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1330.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1330.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1400.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1400.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1400.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1400.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1400.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1400.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1400.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1430.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1430.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1430.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1430.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1430.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1430.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1430.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1500.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1500.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1500.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1500.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1500.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1500.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1500.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1530.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1530.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1530.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1530.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1530.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1530.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1530.log,超达转债,123187,15,15,1.9
2026-05-01,,cb_noredeem_20260501_1600.log,盈峰转债,127024,15,15,-1.93
2026-05-01,,cb_noredeem_20260501_1600.log,帝欧转债,127047,12,15,-1.22
2026-05-01,,cb_noredeem_20260501_1600.log,瑞丰转债,123126,12,15,-0.43
2026-05-01,,cb_noredeem_20260501_1600.log,星球转债,118041,5,15,-0.15
2026-05-01,,cb_noredeem_20260501_1600.log,华特转债,118033,8,15,0.74
2026-05-01,,cb_noredeem_20260501_1600.log,翔丰转债,123225,7,15,1.49
2026-05-01,,cb_noredeem_20260501_1600.log,超达转债,123187,15,15,1.9
2026-05-04,,cb_noredeem_20260504_0900.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_0900.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_0900.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_0900.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_0900.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_0900.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_0930.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_0930.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_0930.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_0930.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_0930.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_0930.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1000.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1000.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1000.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1000.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1000.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1000.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1030.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1030.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1030.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1030.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1030.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1030.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1100.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1100.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1100.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1100.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1100.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1100.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1130.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1130.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1130.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1130.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1130.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1130.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1200.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1200.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1200.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1200.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1200.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1200.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1230.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1230.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1230.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1230.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1230.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1230.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1300.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1300.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1300.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1300.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1300.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1300.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1330.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1330.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1330.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1330.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1330.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1330.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1400.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1400.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1400.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1400.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1400.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1400.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1430.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1430.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1430.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1430.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1430.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1430.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1500.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1500.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1500.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1500.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1500.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1500.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1530.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1530.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1530.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1530.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1530.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1530.log,翔丰转债,123225,7,15,1.49
2026-05-04,,cb_noredeem_20260504_1600.log,盈峰转债,127024,15,15,-1.93
2026-05-04,,cb_noredeem_20260504_1600.log,帝欧转债,127047,12,15,-1.22
2026-05-04,,cb_noredeem_20260504_1600.log,瑞丰转债,123126,12,15,-0.43
2026-05-04,,cb_noredeem_20260504_1600.log,星球转债,118041,5,15,-0.15
2026-05-04,,cb_noredeem_20260504_1600.log,华特转债,118033,8,15,0.74
2026-05-04,,cb_noredeem_20260504_1600.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_0900.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_0900.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_0900.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_0900.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_0900.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_0900.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_0930.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_0930.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_0930.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_0930.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_0930.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_0930.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1000.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1000.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1000.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1000.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1000.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1000.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1030.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1030.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1030.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1030.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1030.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1030.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1100.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1100.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1100.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1100.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1100.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1100.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1130.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1130.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1130.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1130.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1130.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1130.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1200.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1200.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1200.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1200.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1200.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1200.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1230.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1230.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1230.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1230.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1230.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1230.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1300.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1300.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1300.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1300.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1300.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1300.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1330.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1330.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1330.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1330.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1330.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1330.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1400.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1400.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1400.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1400.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1400.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1400.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1430.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1430.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1430.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1430.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1430.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1430.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1500.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1500.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1500.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1500.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1500.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1500.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1530.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1530.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1530.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1530.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1530.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1530.log,翔丰转债,123225,7,15,1.49
2026-05-05,,cb_noredeem_20260505_1600.log,盈峰转债,127024,15,15,-1.93
2026-05-05,,cb_noredeem_20260505_1600.log,帝欧转债,127047,12,15,-1.22
2026-05-05,,cb_noredeem_20260505_1600.log,瑞丰转债,123126,12,15,-0.43
2026-05-05,,cb_noredeem_20260505_1600.log,星球转债,118041,5,15,-0.15
2026-05-05,,cb_noredeem_20260505_1600.log,华特转债,118033,8,15,0.74
2026-05-05,,cb_noredeem_20260505_1600.log,翔丰转债,123225,7,15,1.49
2026-05-06,,cb_noredeem_20260506_0900.log,帝欧转债,127047,12,15,-1.22
2026-05-06,,cb_noredeem_20260506_0900.log,瑞丰转债,123126,12,15,-0.43
2026-05-06,,cb_noredeem_20260506_0900.log,星球转债,118041,5,15,-0.15
2026-05-06,,cb_noredeem_20260506_0900.log,华特转债,118033,8,15,0.74
2026-05-06,,cb_noredeem_20260506_0900.log,翔丰转债,123225,7,15,1.49
2026-05-06,,cb_noredeem_20260506_0930.log,帝欧转债,127047,12,15,-0.89
2026-05-06,,cb_noredeem_20260506_0930.log,星球转债,118041,5,15,0.36
2026-05-06,,cb_noredeem_20260506_0930.log,华特转债,118033,8,15,0.95
2026-05-06,,cb_noredeem_20260506_0930.log,翔丰转债,123225,7,15,1.12
2026-05-06,,cb_noredeem_20260506_0930.log,瑞丰转债,123126,12,15,1.54
2026-05-06,,cb_noredeem_20260506_1030.log,帝欧转债,127047,12,15,-0.11
2026-05-06,,cb_noredeem_20260506_1030.log,严牌转债,123243,0,15,1.4
2026-05-06,,cb_noredeem_20260506_1030.log,瑞丰转债,123126,12,15,1.44
2026-05-06,,cb_noredeem_20260506_1030.log,星球转债,118041,5,15,1.55
2026-05-06,,cb_noredeem_20260506_1100.log,帝欧转债,127047,12,15,-0.27
2026-05-06,,cb_noredeem_20260506_1100.log,严牌转债,123243,0,15,1.12
2026-05-06,,cb_noredeem_20260506_1100.log,华特转债,118033,8,15,1.33
2026-05-06,,cb_noredeem_20260506_1100.log,瑞丰转债,123126,12,15,1.42
2026-05-06,,cb_noredeem_20260506_1100.log,星球转债,118041,5,15,1.67
2026-05-06,,cb_noredeem_20260506_1100.log,翔丰转债,123225,7,15,1.76
2026-05-06,,cb_noredeem_20260506_1130.log,帝欧转债,127047,12,15,-0.22
2026-05-06,,cb_noredeem_20260506_1130.log,翔丰转债,123225,7,15,1.03
2026-05-06,,cb_noredeem_20260506_1130.log,瑞丰转债,123126,12,15,1.34
2026-05-06,,cb_noredeem_20260506_1130.log,星球转债,118041,5,15,1.45
2026-05-06,,cb_noredeem_20260506_1130.log,严牌转债,123243,0,15,1.52
2026-05-06,,cb_noredeem_20260506_1130.log,华特转债,118033,8,15,1.89
